areaname,state_name,county_name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,total_pop
Benton County,Minnesota,Benton County,34502,35697,36760,37691,38166,38656,39013,39541,39899,40193,30185
Benton County,Mississippi,Benton County,8024,7919,7835,7819,7808,7876,7955,7992,8086,7981,8046
Barry County,Missouri,Barry County,34050,34089,34240,34687,35004,35406,35943,36087,36209,35881,27547
Carbon County,Montana,Carbon County,9564,9637,9657,9653,9670,9759,9721,9753,9718,9756,8080
Blaine County,Nebraska,Blaine County,582,560,542,531,498,473,473,442,434,458,675
Esmeralda County,Nevada,Esmeralda County,972,937,875,813,789,774,752,689,664,626,1344
Grafton County,New Hampshire,Grafton County,81797,81892,82515,83250,84042,84676,85313,85573,86278,86291,74929
Cape May County,New Jersey,Cape May County,102307,101864,101421,101335,99920,98558,97814,96700,96470,96091,95089
Curry County,New Mexico,Curry County,44901,44656,44711,45051,45855,45951,45660,45108,43806,44407,42207
Cattaraugus County,New York,Cattaraugus County,84017,83297,83126,82968,82366,81389,80578,80253,79835,79689,84234
Ashe County,North Carolina,Ashe County,24449,24599,24747,24854,25088,25100,25249,25485,25691,25812,22209
Bottineau County,North Dakota,Bottineau County,7119,6982,6820,6767,6656,6608,6477,6377,6319,6352,8011
Athens County,Ohio,Athens County,62323,62832,63055,63258,62475,63143,63136,62863,63199,63026,59549
Beckham County,Oklahoma,Beckham County,19744,19778,19849,19205,18164,18630,19315,20787,21494,21116,18812
Columbia County,Oregon,Columbia County,43657,44228,45146,45664,46226,46987,48227,48914,49339,49592,37557
Bedford County,Pennsylvania,Bedford County,50022,49841,49763,49759,49733,49535,49669,49657,49799,49579,47919
Washington County,Rhode Island,Washington County,123991,125244,126774,127798,128146,127665,127089,126787,126853,126925,109998
Bamberg County,South Carolina,Bamberg County,16609,16408,16266,15955,15814,15734,15604,15394,15185,15005,16902
Bon Homme County,South Dakota,Bon Homme County,7248,7178,7093,7073,6994,6960,7140,7013,7008,6995,7089
Blount County,Tennessee,Blount County,106212,107929,109512,111091,113051,115174,118037,119828,121622,122784,85962
Archer County,Texas,Archer County,8917,8797,8882,8936,8987,8962,8937,8894,8973,8912,7973
Daggett County,Utah,Daggett County,928,921,888,887,914,916,924,904,912,941,690
Essex County,Vermont,Essex County,6456,6483,6525,6504,6507,6483,6379,6465,6459,6394,6405
Amherst County,Virginia,Amherst County,31882,31973,31756,31755,31721,31871,31991,32134,32449,32482,28578
Clallam County,Washington,Clallam County,64285,64792,65819,66349,67446,68749,69671,70272,70937,71413,56210
Brooke County,West Virginia,Brooke County,25469,25247,25071,24902,24593,24326,23933,23694,23541,23509,26992
Brown County,Wisconsin,Brown County,227338,229518,232059,234017,236880,238791,240437,243170,244687,247319,194594
Converse County,Wyoming,Converse County,12097,11981,12156,12151,12243,12453,12627,12874,13263,13578,11128
Aleutian Islands,,,,,,,,,,,,,
Bullock County,Alabama,Bullock County,11604,11381,11261,11305,11038,10975,10739,10966,10921,10985,11042
Greenlee County,Arizona,Greenlee County,8542,8281,7706,7381,7307,7292,7465,7760,8058,8041,8008
Bradley County,Arkansas,Bradley County,12603,12487,12438,12395,12268,12196,11986,11964,11899,11790,11793
Colusa County,California,Colusa County,18829,19042,19264,19579,20219,20541,20889,21100,21155,21321,16275
Bent County,Colorado,Bent County,5968,5763,5903,6144,6195,6169,6070,5785,6058,6560,5048
New London County,Connecticut,New London County,259575,261007,263098,265341,266890,265443,268331,264481,265830,266830,254957
Broward County,Florida,Broward County,1631723,1667903,1698735,1719073,1741272,1766620,1762334,1746968,1753262,1766476,1255531
Banks County,Georgia,Banks County,14504,14841,15136,15332,15593,15913,16121,16443,16665,16799,10308
Bingham County,Idaho,Bingham County,41748,42033,42015,42403,42502,42909,43080,43459,44057,44668,37583
Bureau County,Illinois,Bureau County,35473,35163,34995,34958,34786,34756,34914,34849,34759,34699,35688
Boone County,Indiana,Boone County,46380,47095,48171,49160,50305,51427,52970,54009,54964,56287,38147
Benton County,Iowa,Benton County,25338,25619,25991,26176,26493,26643,26571,26551,26642,26734,22429
Bourbon County,Kansas,Bourbon County,15382,15354,15153,15100,14990,14845,14800,14821,14880,14884,14966
Bath County,Kentucky,Bath County,11128,11287,11417,11442,11466,11560,11583,11514,11708,11618,9692
Beauregard Parish,Louisiana,Beauregard Parish,33025,33061,33078,33313,33705,34225,34624,34775,35099,35419,30083
Kennebec County,Maine,Kennebec County,117214,117967,118423,119139,119708,120259,120633,120751,121151,121090,115904
Caroline County,Maryland,Caroline County,29828,29905,30169,30681,30807,31591,32423,32973,33279,33367,27035
Franklin County,Massachusetts,Franklin County,71499,71593,71830,71870,71933,71929,71774,71771,71877,71778,70086
Arenac County,Michigan,Arenac County,17263,17170,17182,17086,17002,16934,16783,16622,16374,16092,14906
Big Stone County,Minnesota,Big Stone County,5782,5679,5674,5588,5432,5425,5353,5344,5301,5251,6285
Bolivar County,Mississippi,Bolivar County,40470,40062,39207,38824,38260,37567,37614,37384,36997,36766,41875
Barton County,Missouri,Barton County,12541,12682,12771,12900,12907,12931,12917,12722,12521,12386,11312
Carter County,Montana,Carter County,1345,1349,1331,1302,1297,1270,1242,1234,1194,1202,1503
Boone County,Nebraska,Boone County,6213,6134,6030,5850,5766,5686,5555,5510,5477,5427,6667
Eureka County,Nevada,Eureka County,1627,1616,1585,1447,1395,1373,1460,1536,1599,1707,1547
Hillsborough County,New Hampshire,Hillsborough County,382409,388182,390921,393018,396542,398927,401242,402731,404074,405906,335838
Cumberland County,New Jersey,Cumberland County,146362,146673,147590,148722,150227,152489,153910,155402,156784,157745,138053
De Baca County,New Mexico,De Baca County,2214,2151,2115,2069,1984,1999,1886,1871,1861,1819,2252
Cayuga County,New York,Cayuga County,81925,81275,81240,81073,80843,80532,80225,79932,79755,79526,82313
Avery County,North Carolina,Avery County,17328,17703,17808,17805,17859,17843,17994,17831,17915,17932,14867
Bowman County,North Dakota,Bowman County,3229,3099,3052,3039,3065,2965,2925,2938,3038,3028,3596
Auglaize County,Ohio,Auglaize County,46589,46566,46391,46310,46388,46626,46512,46513,46748,46699,44585
Blaine County,Oklahoma,Blaine County,11957,12022,11628,11188,12702,12748,12493,12607,12668,12609,11470
Coos County,Oregon,Coos County,62668,62161,62234,62525,63063,63636,63602,63149,62970,62795,60273
Berks County,Pennsylvania,Berks County,374521,377155,380629,384547,389177,393788,399279,402476,404771,407125,336523
Barnwell County,South Carolina,Barnwell County,23446,23395,23199,23256,23043,23038,22969,22977,22896,22688,20293
Brookings County,South Dakota,Brookings County,28295,28356,28539,28605,28645,28559,29198,29517,29854,30056,25207
Bradley County,Tennessee,Bradley County,88203,88859,89557,90089,91162,92264,93804,95497,96644,97710,73712
Armstrong County,Texas,Armstrong County,2166,2149,2071,2053,2094,2124,2093,2059,2084,2065,2021
Davis County,Utah,Davis County,240293,244578,249835,256173,262689,269695,279037,287888,295061,300827,187941
Franklin County,Vermont,Franklin County,45581,46012,46472,46785,47194,47487,47743,47909,47985,48182,39980
Appomattox County,Virginia,Appomattox County,13691,13779,13668,13661,13783,13810,14005,14193,14529,14552,12300
Clark County,Washington,Clark County,347525,358517,368690,377233,389151,399553,408140,416662,424666,432002,238053
Cabell County,West Virginia,Cabell County,96709,95936,95549,95228,94824,94290,94322,94430,94506,95214,96827
Buffalo County,Wisconsin,Buffalo County,13807,13844,13742,13751,13710,13866,13786,13745,13591,13425,13584
Crook County,Wyoming,Crook County,5897,5748,5867,5888,5929,6017,6093,6373,6554,6653,5294
La Paz County,Arizona,La Paz County,19643,19537,19346,19516,19696,20007,20118,20133,20005,20012,13844
Butler County,Alabama,Butler County,21313,21036,20607,20536,20476,20338,20231,20243,20171,19964,21892
Aleutians East Borough,Alaska,Aleutians East Borough,2686,2461,2640,2677,2637,2637,2619,2818,2724,2744,2464
Maricopa County,Arizona,Maricopa County,3097378,3200075,3299127,3391391,3502635,3647131,3776118,3872962,3958263,4023132,2122101
Calhoun County,Arkansas,Calhoun County,5717,5580,5605,5564,5484,5535,5526,5473,5324,5196,5826
Contra Costa County,California,Contra Costa County,953192,971487,980446,987662,992747,999271,1001303,1010542,1025464,1041274,803731
Boulder County,Colorado,Boulder County,271669,278981,281941,282126,284815,286545,291449,295691,300452,303482,225339
Tolland County,Connecticut,Tolland County,136860,138737,141963,144448,145798,146492,147556,148200,149919,150461,128699
Calhoun County,Florida,Calhoun County,13040,12734,12745,12986,13058,13352,13394,13515,13543,13821,11011
Barrow County,Georgia,Barrow County,46561,48461,50982,53069,56198,59390,63317,67170,70255,72158,29721
Blaine County,Idaho,Blaine County,19123,19833,20338,20767,21097,21253,21515,21691,22086,22328,13552
Calhoun County,Illinois,Calhoun County,5090,5042,4974,5097,5104,5117,5121,5097,5024,5019,5322
Brown County,Indiana,Brown County,14987,15111,15174,15125,15063,14877,14847,14716,14633,14548,14080
Black Hawk County,Iowa,Black Hawk County,128024,127656,126628,126026,126077,126235,126556,126737,128040,129276,123798
Brown County,Kansas,Brown County,10711,10567,10389,10282,10265,10093,10112,10022,9988,9927,11128
Bell County,Kentucky,Bell County,30041,29624,29784,29579,29402,29271,29127,29027,29066,28972,31506
Bienville Parish,Louisiana,Bienville Parish,15728,15440,15342,15161,15123,14979,14922,14880,14731,14729,16232
Knox County,Maine,Knox County,39684,39970,40444,40659,40856,40984,40901,40882,40917,40801,36310
Carroll County,Maryland,Carroll County,151580,154475,158644,162301,165089,166926,168639,169373,169794,170089,123372
Hampden County,Massachusetts,Hampden County,456573,457723,460848,463442,464622,465871,466944,467756,469204,471081,456310
Baraga County,Michigan,Baraga County,8872,8870,8817,8768,8749,8678,8722,8682,8566,8604,7954
Blue Earth County,Minnesota,Blue Earth County,55947,56510,56982,57667,57955,58470,59353,59973,60608,61010,54044
Calhoun County,Mississippi,Calhoun County,15052,14949,14815,14737,14644,14531,14616,14602,14494,14422,14908
Bates County,Missouri,Bates County,16703,16772,16947,16999,16946,16934,16975,16941,16918,16761,15025
Cascade County,Montana,Cascade County,80201,80387,80600,81065,81681,81766,81813,81780,82022,82178,77691
Box Butte County,Nebraska,Box Butte County,12112,11835,11769,11498,11272,11130,11012,11040,11084,10891,13130
Humboldt County,Nevada,Humboldt County,15903,15982,16120,16562,16853,16989,17365,17617,17918,18260,12844
Merrimack County,New Hampshire,Merrimack County,136648,138635,141466,143278,144745,146275,147871,148584,148979,149071,120240
Essex County,New Jersey,Essex County,792302,793099,792992,790601,785389,778819,772090,769139,767075,769644,777964
Do–a Ana County,New Mexico,Do–a Ana County,174973,176460,178473,182147,184935,189265,193779,198205,201428,206419,135510
Chautauqua County,New York,Chautauqua County,139659,138594,137989,136904,136273,134998,134279,134014,133595,133503,141895
Beaufort County,North Carolina,Beaufort County,44997,45014,45026,45080,45161,45463,45891,45853,46343,46414,42283
Burke County,North Dakota,Burke County,2232,2164,2103,2060,2021,1966,1889,1839,1796,1839,3002
Belmont County,Ohio,Belmont County,70124,69574,69663,69263,68998,68662,68659,68409,68063,68066,71074
Bryan County,Oklahoma,Bryan County,36597,36462,36768,36872,37367,37658,38956,39474,40463,40783,32089
Crook County,Oregon,Crook County,19318,19876,20064,20400,21165,21670,22476,22760,22892,22566,14111
Blair County,Pennsylvania,Blair County,129030,128336,127346,126844,126532,125882,126008,125987,125923,126122,130542
Beaufort County,South Carolina,Beaufort County,122077,124794,128547,131014,134926,139458,144190,147970,152164,155215,86425
Brown County,South Dakota,Brown County,35382,35111,34904,34842,34862,34869,34907,35077,35024,35204,35580
Campbell County,Tennessee,Campbell County,39861,39805,39839,39960,40387,40412,40505,40562,40781,40970,35079
Atascosa County,Texas,Atascosa County,38874,39874,40823,41306,42079,42458,43009,43594,43925,44633,30533
Duchesne County,Utah,Duchesne County,14371,14540,14796,14782,14827,15135,15436,16191,16926,17948,12645
Grand Isle County,Vermont,Grand Isle County,6939,7103,7244,7387,7506,7576,7515,7548,7676,7560,5318
Arlington County,Virginia,Arlington County,189527,193318,195469,196643,197955,199761,200673,203914,210196,217483,170895
Columbia County,Washington,Columbia County,4071,4045,4016,4029,4062,4015,3943,3954,3970,4040,4024
Calhoun County,West Virginia,Calhoun County,7581,7418,7332,7246,7203,7247,7221,7234,7225,7118,7885
Burnett County,Wisconsin,Burnett County,15714,15848,15990,16168,16309,16296,16230,16181,15965,15884,13084
Fremont County,Wyoming,Fremont County,35817,35606,35801,35800,35943,36277,36739,37368,38057,38719,33662
Broomfield County,Colorado,Broomfield County,39563,41436,42522,45098,46591,48490,51454,53664,54813,55990,
Calhoun County,Alabama,Calhoun County,111342,111019,110860,111378,111615,112081,112453,112808,113422,114081,116032
Mohave County,Arizona,Mohave County,156194,159840,165177,171019,178313,185940,192724,195852,195601,194825,93497
Carroll County,Arkansas,Carroll County,25411,25678,25984,26279,26370,26821,27083,27278,27486,27938,18623
Del Norte County,California,Del Norte County,27471,27341,27485,27722,28085,28471,28441,28746,28873,29114,23460
Chaffee County,Colorado,Chaffee County,16315,16388,16668,16678,16725,16710,16626,16858,17000,17156,12684
Windham County,Connecticut,Windham County,109196,109812,110950,112393,113944,115172,116232,116660,117311,117518,102525
Charlotte County,Florida,Charlotte County,142246,146008,149473,152138,156281,153407,154885,157235,157736,156952,110975
Bartow County,Georgia,Bartow County,76703,79513,82246,84440,86145,88150,90369,92717,94999,96217,55915
Boise County,Idaho,Boise County,6746,6821,6988,7159,7231,7249,7473,7605,7565,7445,3509
Carroll County,Illinois,Carroll County,16626,16441,16365,16328,16179,16001,15972,15861,15809,15749,16805
Carroll County,Indiana,Carroll County,20147,20260,20192,20302,19980,20056,19916,19815,19777,19752,18809
Boone County,Iowa,Boone County,26247,26210,26032,26123,26224,26311,26246,26297,26186,26072,25186
Butler County,Kansas,Butler County,59675,59723,60119,60494,61089,61575,62390,62887,63452,64084,50580
Boone County,Kentucky,Boone County,87006,90251,93362,96717,100936,105628,109560,112806,115999,118576,57589
Bossier Parish,Louisiana,Bossier Parish,98601,99610,100734,101803,103515,105152,107741,108931,110292,111492,86088
Lincoln County,Maine,Lincoln County,33699,33997,34259,34525,34830,34879,34867,34905,34720,34576,30357
Cecil County,Maryland,Cecil County,86464,88256,90059,92369,94674,96631,98568,99400,99949,100796,71347
Hampshire County,Massachusetts,Hampshire County,152381,152304,153011,153845,153998,154124,154648,155198,155788,156044,146568
Barry County,Michigan,Barry County,56903,57437,57842,58274,58455,58944,58826,59061,58811,58434,50057
Brown County,Minnesota,Brown County,26876,26897,26837,26629,26502,26079,26051,25926,25748,25603,26984
Carroll County,Mississippi,Carroll County,10773,10659,10488,10437,10384,10261,10266,10327,10373,10278,9237
Benton County,Missouri,Benton County,17233,17366,17490,17819,18088,18359,18351,18586,18534,18461,13859
Chouteau County,Montana,Chouteau County,5975,5749,5596,5497,5391,5304,5240,5212,5190,5167,5452
Boyd County,Nebraska,Boyd County,2427,2386,2348,2297,2239,2210,2136,2098,2094,2063,2835
Lander County,Nevada,Lander County,5694,5390,5075,4864,4883,4865,4999,5085,5127,5159,6266
Rockingham County,New Hampshire,Rockingham County,278733,283446,287116,289023,290602,293010,295848,296937,298330,299276,245845
Gloucester County,New Jersey,Gloucester County,256340,259050,263518,268257,273020,276680,281936,286056,288168,289920,230082
Eddy County,New Mexico,Eddy County,51419,50697,50838,50746,50856,50236,50770,51256,51774,52706,48605
Chemung County,New York,Chemung County,91079,90673,90409,89816,89366,88351,88164,88058,87902,88331,95195
Bertie County,North Carolina,Bertie County,19715,19572,19388,19238,19151,18985,18677,19461,19466,19345,20388
